country,iso3,g.whoregion,row.rank.ret,year.ret,source.ret,all.areas.covered.ret,area.desc.ret,surv.quality.ret,dst.rlt.ret,mdr.ret,mdr.ret.pcnt,mdr.ret.pcnt.lo,mdr.ret.pcnt.hi,dr.r.nh.ret,dr.r.nh.ret.pcnt,dr.r.nh.ret.pcnt.lo,dr.r.nh.ret.pcnt.hi,xpert.ret,xpert.dr.r.ret,xpert.dr.r.ret.pcnt,xpert.dr.r.ret.pcnt.lo,xpert.dr.r.ret.pcnt.hi,r.rlt.ret,rr.ret,rr.ret.pcnt,rr.ret.pcnt.lo,rr.ret.pcnt.hi,dst.rlt.hr.ret,dst.rlt.hr.ret.pcnt,dst.rlt.hr.ret.pcnt.lo,dst.rlt.hr.ret.pcnt.hi,dst.rlt.rr.ret,dst.rlt.rr.ret.pcnt,dst.rlt.rr.ret.pcnt.lo,dst.rlt.rr.ret.pcnt.hi
Aruba,ABW,AMR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,AFG,EMR,1,2019,Surveillance,1,,R,20,20,,,,,,,,,,,,,918,221,,,,20,,,,20,,,
Afghanistan,AFG,EMR,2,2018,Surveillance,1,,R,10,10,,,,,,,,,,,,,1628,199,,,,10,,,,10,,,
Angola,AGO,AFR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anguilla,AIA,AMR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Albania,ALB,EUR,1,2020,Surveillance,1,,A,,,,,,,,,,,,,,,13,3,,,,,,,,,,,
Albania,ALB,EUR,2,2012,Surveillance,1,,A,15,0,,,,1,,,,0,0,,,,,,,,,,,,,,,,
Albania,ALB,EUR,3,2011,Surveillance,1,,A,11,3,,,,0,,,,0,0,,,,,,,,,,,,,,,,
Albania,ALB,EUR,4,2010,Surveillance,1,,A,19,1,,,,1,,,,,,,,,,,,,,,,,,,,,
Andorra,AND,EUR,1,2017,Surveillance,1,,A,0,0,,,,,,,,,,,,,0,0,,,,0,,,,0,,,
Andorra,AND,EUR,2,2016,Surveillance,1,,A,0,0,,,,0,,,,0,0,,,,,,,,,,,,,,,,
Andorra,AND,EUR,3,2015,Surveillance,1,,A,0,0,,,,0,,,,0,0,,,,,,,,,,,,,,,,
Andorra,AND,EUR,4,2014,Surveillance,1,,A,1,0,,,,1,,,,0,0,,,,,,,,,,,,,,,,
Andorra,AND,EUR,5,2013,Surveillance,1,,A,0,0,,,,0,,,,0,0,,,,,,,,,,,,,,,,
Andorra,AND,EUR,6,2011,Surveillance,1,,A,1,0,,,,0,,,,0,0,,,,,,,,,,,,,,,,
Andorra,AND,EUR,7,2010,Surveillance,1,,A,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,
Andorra,AND,EUR,8,2009,Surveillance,1,,A,1,0,,,,0,,,,,,,,,,,,,,,,,,,,,
Andorra,AND,EUR,9,2008,Surveillance,1,,A,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
Andorra,AND,EUR,10,2007,pre-2010 TME data collection,1,,A,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
Andorra,AND,EUR,11,2006,pre-2010 TME data collection,1,,A,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
Andorra,AND,EUR,12,2000,Surveillance,1,,A,1,0,,,,0,,,,,,,,,,,,,,,,,,,,,
Netherlands Antilles,ANT,AMR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United Arab Emirates,ARE,EMR,1,2019,Surveillance,1,,R,1,0,,,,,,,,,,,,,2,0,,,,0,,,,0,,,
United Arab Emirates,ARE,EMR,2,2018,Surveillance,1,,R,1,1,,,,,,,,,,,,,1,1,,,,1,,,,1,,,
United Arab Emirates,ARE,EMR,3,2017,Surveillance,1,,R,3,0,,,,,,,,,,,,,4,1,,,,0,,,,1,,,
United Arab Emirates,ARE,EMR,4,2013,Surveillance,1,,R,5,0,,,,0,,,,0,0,,,,,,,,,,,,,,,,
Argentina,ARG,AMR,1,2005,Survey,1,,A,136,,15.44,9.82,22.63,,2.94,0.81,7.36,,,,,,,,,,,,,,,,,,
Argentina,ARG,AMR,2,1999,Survey,1,,A,149,,9.4,5.23,15.26,,0.67,0.02,3.68,,,,,,,,,,,,,,,,,,
Armenia,ARM,EUR,1,2020,Surveillance,1,,A,45,23,,,,,,,,,,,,,48,24,,,,29,,,,24,,,
Armenia,ARM,EUR,2,2019,Surveillance,1,,A,65,23,,,,,,,,,,,,,66,27,,,,33,,,,27,,,
Armenia,ARM,EUR,3,2017,Surveillance,1,,A,108,41,,,,,,,,,,,,,108,48,,,,52,,,,48,,,
Armenia,ARM,EUR,4,2016,Surveillance,1,,A,104,60,,,,7,,,,0,0,,,,,,,,,,,,,,,,
Armenia,ARM,EUR,5,2007,Survey,1,,A,340,,43.24,37.9,48.69,,3.82,2.05,6.45,,,,,,,,,,,,,,,,,,
American Samoa,ASM,WPR,1,2018,Surveillance,1,,R,1,0,,,,,,,,,,,,,1,1,,,,0,,,,0,,,
Antigua and Barbuda,ATG,AMR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Australia,AUS,WPR,1,2019,Surveillance,1,,A,31,3,,,,,,,,,,,,,32,3,,,,5,,,,3,,,
Australia,AUS,WPR,2,2018,Surveillance,1,,A,41,4,,,,,,,,,,,,,41,4,,,,10,,,,4,,,
Australia,AUS,WPR,3,2017,Surveillance,1,,A,25,6,,,,,,,,,,,,,26,6,,,,9,,,,6,,,
Australia,AUS,WPR,4,2015,Surveillance,1,,A,25,6,,,,0,,,,0,0,,,,,,,,,,,,,,,,
Australia,AUS,WPR,5,2014,Surveillance,1,,A,40,4,,,,0,,,,,,,,,,,,,,,,,,,,,
Australia,AUS,WPR,6,2013,Surveillance,1,,A,24,1,,,,2,,,,1,0,,,,,,,,,,,,,,,,
Australia,AUS,WPR,7,2012,Surveillance,1,,A,31,2,,,,0,,,,1,0,,,,,,,,,,,,,,,,
Australia,AUS,WPR,8,2011,Surveillance,1,,A,26,7,,,,0,,,,1,0,,,,,,,,,,,,,,,,
Australia,AUS,WPR,9,2010,Surveillance,1,,A,48,11,,,,0,,,,,,,,,,,,,,,,,,,,,
Austria,AUT,EUR,1,2016,Surveillance,1,,R,17,3,,,,0,,,,,,,,,,,,,,,,,,,,,
Austria,AUT,EUR,2,2015,Surveillance,1,,A,12,2,,,,0,,,,,,,,,,,,,,,,,,,,,
Austria,AUT,EUR,3,2014,Surveillance,1,,A,19,7,,,,0,,,,,,,,,,,,,,,,,,,,,
Austria,AUT,EUR,4,2013,Surveillance,1,,A,24,9,,,,0,,,,,,,,,,,,,,,,,,,,,
Austria,AUT,EUR,5,2012,Surveillance,1,,A,25,9,,,,0,,,,,,,,,,,,,,,,,,,,,
Austria,AUT,EUR,6,2011,Surveillance,1,,A,11,2,,,,0,,,,,,,,,,,,,,,,,,,,,
Austria,AUT,EUR,7,2010,Surveillance,1,,A,16,3,,,,0,,,,,,,,,,,,,,,,,,,,,
Austria,AUT,EUR,8,2009,Surveillance,1,,A,23,8,,,,0,,,,,,,,,,,,,,,,,,,,,
Austria,AUT,EUR,9,2008,Surveillance,1,,A,31,4,,,,0,,,,,,,,,,,,,,,,,,,,,
Austria,AUT,EUR,10,2007,Surveillance,1,,A,8,1,,,,,,,,,,,,,,,,,,,,,,,,,
Austria,AUT,EUR,11,2006,pre-2010 TME data collection,1,,A,11,2,,,,,,,,,,,,,,,,,,,,,,,,,
Austria,AUT,EUR,12,2005,Surveillance,1,,A,16,2,,,,0,,,,,,,,,,,,,,,,,,,,,
Austria,AUT,EUR,13,2004,Surveillance,1,,A,13,0,,,,0,,,,,,,,,,,,,,,,,,,,,
Austria,AUT,EUR,14,2003,Surveillance,1,,A,14,1,,,,2,,,,,,,,,,,,,,,,,,,,,
Austria,AUT,EUR,15,2002,Surveillance,1,,A,7,0,,,,0,,,,,,,,,,,,,,,,,,,,,
Austria,AUT,EUR,16,2001,Surveillance,1,,A,41,1,,,,1,,,,,,,,,,,,,,,,,,,,,
Austria,AUT,EUR,17,2000,Surveillance,1,,A,67,1,,,,0,,,,,,,,,,,,,,,,,,,,,
Austria,AUT,EUR,18,1999,Surveillance,1,,A,53,3,,,,0,,,,,,,,,,,,,,,,,,,,,
Azerbaijan,AZE,EUR,1,2020,Surveillance,1,,A,,,,,,,,,,,,,,,2260,552,,,,,,,,,,,
Azerbaijan,AZE,EUR,2,2019,Surveillance,1,,A,1951,303,,,,,,,,,,,,,2183,533,,,,431,,,,533,,,
Azerbaijan,AZE,EUR,3,2018,Surveillance,1,,A,2522,478,,,,,,,,,,,,,2743,701,,,,679,,,,701,,,
Azerbaijan,AZE,EUR,4,2017,Surveillance,1,,A,1707,495,,,,,,,,,,,,,2690,762,,,,846,,,,513,,,
Azerbaijan,AZE,EUR,5,2016,Surveillance,1,,R,1567,616,,,,36,,,,221,54,,,,,,,,,,,,,,,,
Azerbaijan,AZE,EUR,6,2013,Survey,1,,A,240,,27.5,22,33.6,,1.6,0.2,5.7,,,,,,,,,,,,,,,,,,
Azerbaijan,AZE,EUR,1001,2007,Survey,0,Baku City,A,552,,55.8,49.73,62.39,,0.18,0,1.01,,,,,,,,,,,,,,,,,,
Burundi,BDI,AFR,1,2018,Surveillance,1,,R,50,50,,,,,,,,,,,,,241,50,,,,50,,,,50,,,
Burundi,BDI,AFR,2,2017,Surveillance,1,,R,50,50,,,,,,,,,,,,,314,50,,,,50,,,,50,,,
Belgium,BEL,EUR,1,2015,Surveillance,1,,A,34,2,,,,1,,,,,,,,,,,,,,,,,,,,,
Belgium,BEL,EUR,2,2014,Surveillance,1,,A,47,1,,,,0,,,,,,,,,,,,,,,,,,,,,
Belgium,BEL,EUR,3,2013,Surveillance,1,,A,41,1,,,,0,,,,,,,,,,,,,,,,,,,,,
Belgium,BEL,EUR,4,2012,Surveillance,1,,A,53,7,,,,0,,,,,,,,,,,,,,,,,,,,,
Belgium,BEL,EUR,5,2011,Surveillance,1,,A,33,4,,,,0,,,,,,,,,,,,,,,,,,,,,
Belgium,BEL,EUR,6,2010,Surveillance,1,,A,59,9,,,,0,,,,,,,,,,,,,,,,,,,,,
Belgium,BEL,EUR,7,2009,Surveillance,1,,A,53,3,,,,1,,,,,,,,,,,,,,,,,,,,,
Belgium,BEL,EUR,8,2008,Surveillance,1,,A,48,6,,,,,,,,,,,,,,,,,,,,,,,,,
Belgium,BEL,EUR,9,2007,pre-2010 TME data collection,1,,A,52,4,,,,,,,,,,,,,,,,,,,,,,,,,
Belgium,BEL,EUR,10,2006,Surveillance,1,,A,57,8,,,,0,,,,,,,,,,,,,,,,,,,,,
Belgium,BEL,EUR,11,2005,Surveillance,1,,A,41,3,,,,0,,,,,,,,,,,,,,,,,,,,,
Belgium,BEL,EUR,12,2004,Surveillance,1,,A,65,5,,,,0,,,,,,,,,,,,,,,,,,,,,
Belgium,BEL,EUR,13,2003,Surveillance,1,,A,65,1,,,,0,,,,,,,,,,,,,,,,,,,,,
Belgium,BEL,EUR,14,2002,Surveillance,1,,A,57,4,,,,0,,,,,,,,,,,,,,,,,,,,,
Belgium,BEL,EUR,15,2001,Surveillance,1,,A,74,1,,,,1,,,,,,,,,,,,,,,,,,,,,
Belgium,BEL,EUR,16,2000,Surveillance,1,,A,78,4,,,,1,,,,,,,,,,,,,,,,,,,,,
Benin,BEN,AFR,1,2020,Surveillance,1,,R,75,14,,,,,,,,,,,,,211,15,,,,21,,,,14,,,
Benin,BEN,AFR,2,2019,Surveillance,1,,R,17,5,,,,,,,,,,,,,239,22,,,,9,,,,13,,,
Benin,BEN,AFR,3,2018,Surveillance,1,,R,,,,,,,,,,,,,,,236,19,,,,,,,,,,,
Benin,BEN,AFR,4,2017,Surveillance,1,,R,11,4,,,,,,,,,,,,,259,14,,,,6,,,,9,,,
Benin,BEN,AFR,5,2016,Surveillance,1,,R,226,15,,,,0,,,,0,0,,,,,,,,,,,,,,,,
Benin,BEN,AFR,6,2014,Surveillance,1,,R,165,8,,,,1,,,,20,6,,,,,,,,,,,,,,,,
Benin,BEN,AFR,7,2011,Surveillance,1,,R,152,20,,,,6,,,,0,0,,,,,,,,,,,,,,,,
Benin,BEN,AFR,8,2010,Survey,1,,A,45,,13.3,5.5,27.5,,13.3,5.5,27.5,,,,,,,,,,,,,,,,,,
Burkina Faso,BFA,AFR,1,2017,Survey,1,,A,,,,,,,,,,141,,14.3,8.5,20.1,,,,,,,,,,,,,
Bangladesh,BGD,SEA,1,2020,Surveillance,1,,R,0,0,,,,,,,,,,,,,5507,321,,,,0,,,,0,,,
Bangladesh,BGD,SEA,2,2019,Surveillance,1,,R,0,0,,,,,,,,,,,,,6802,760,,,,0,,,,0,,,
Bangladesh,BGD,SEA,3,2019,Survey,1,,A,123,,11.4,7.2,17.5,,,,,,,,,,156,,12.2,8.9,16.5,,17.9,12.7,24.6,,13,9.5,17.6
Bangladesh,BGD,SEA,4,2018,Surveillance,1,,R,35,10,,,,,,,,,,,,,5892,412,,,,10,,,,11,,,
Bangladesh,BGD,SEA,5,2011,Survey,1,,A,291,,28.5,23.5,34.1,,0.4,0,2.7,,,,,,,,,,,,,,,,,,
Bangladesh,BGD,SEA,1001,2008,Surveillance,0,Damien Foundation area,R,599,168,,,,,,,,,,,,,,,,,,,,,,,,,
Bangladesh,BGD,SEA,1002,2007,Surveillance,0,Damien Foundation area,R,508,189,,,,11,,,,,,,,,,,,,,,,,,,,,
Bangladesh,BGD,SEA,1003,2006,Surveillance,0,Damien Foundation area,R,344,149,,,,8,,,,,,,,,,,,,,,,,,,,,
Bangladesh,BGD,SEA,1004,2005,Surveillance,0,Damien Foundation area,R,505,144,,,,16,,,,,,,,,,,,,,,,,,,,,
Bangladesh,BGD,SEA,1005,2004,Surveillance,0,Damien Foundation area,R,444,91,,,,4,,,,,,,,,,,,,,,,,,,,,
Bulgaria,BGR,EUR,1,2018,Surveillance,1,,A,72,14,,,,,,,,,,,,,75,16,,,,19,,,,16,,,
Bulgaria,BGR,EUR,2,2016,Surveillance,1,,A,81,14,,,,1,,,,,,,,,,,,,,,,,,,,,
Bulgaria,BGR,EUR,3,2012,Surveillance,1,,A,142,33,,,,2,,,,,,,,,,,,,,,,,,,,,
Bulgaria,BGR,EUR,4,2011,Surveillance,1,,S,145,37,,,,4,,,,,,,,,,,,,,,,,,,,,
Bulgaria,BGR,EUR,5,2010,Surveillance,1,,A,165,40,,,,7,,,,,,,,,,,,,,,,,,,,,
Bahrain,BHR,EMR,1,2018,Surveillance,1,,A,1,0,,,,,,,,,,,,,1,0,,,,0,,,,0,,,
Bahrain,BHR,EMR,2,2016,Surveillance,1,,A,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Bahrain,BHR,EMR,3,2012,Surveillance,1,,A,1,1,,,,0,,,,0,0,,,,,,,,,,,,,,,,
Bahrain,BHR,EMR,4,2011,Surveillance,1,,A,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,
Bahrain,BHR,EMR,5,2010,Surveillance,1,,A,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,
Bahamas,BHS,AMR,1,2020,Surveillance,1,,A,1,0,,,,,,,,,,,,,1,0,,,,0,,,,0,,,
Bahamas,BHS,AMR,2,2019,Surveillance,1,,A,3,0,,,,,,,,,,,,,4,0,,,,0,,,,0,,,
Bahamas,BHS,AMR,3,2017,Surveillance,1,,A,0,0,,,,,,,,,,,,,0,0,,,,0,,,,0,,,
Bahamas,BHS,AMR,4,2015,Surveillance,1,,R,2,1,,,,0,,,,0,0,,,,,,,,,,,,,,,,
Bahamas,BHS,AMR,5,2013,Surveillance,1,,R,3,0,,,,0,,,,0,0,,,,,,,,,,,,,,,,
Bahamas,BHS,AMR,6,2012,Surveillance,1,,A,0,0,,,,0,,,,0,0,,,,,,,,,,,,,,,,
Bahamas,BHS,AMR,7,2011,Surveillance,1,,A,1,0,,,,1,,,,0,0,,,,,,,,,,,,,,,,
Bahamas,BHS,AMR,8,2010,Surveillance,1,,A,2,0,,,,0,,,,,,,,,,,,,,,,,,,,,
Bosnia and Herzegovina,BIH,EUR,1,2020,Surveillance,1,,A,0,0,,,,,,,,,,,,,23,0,,,,0,,,,0,,,
Bosnia and Herzegovina,BIH,EUR,2,2019,Surveillance,1,,A,27,,,,,,,,,,,,,,36,,,,,,,,,,,,
Bosnia and Herzegovina,BIH,EUR,3,2017,Surveillance,1,,A,11,0,,,,,,,,,,,,,43,0,,,,0,,,,0,,,
Bosnia and Herzegovina,BIH,EUR,4,2016,Surveillance,1,,A,52,0,,,,0,,,,0,0,,,,,,,,,,,,,,,,
Bosnia and Herzegovina,BIH,EUR,5,2013,Surveillance,1,,A,63,1,,,,0,,,,0,0,,,,,,,,,,,,,,,,
Bosnia and Herzegovina,BIH,EUR,6,2012,Surveillance,1,,A,66,3,,,,0,,,,0,0,,,,,,,,,,,,,,,,
Bosnia and Herzegovina,BIH,EUR,7,2011,Surveillance,1,,A,41,4,,,,0,,,,0,0,,,,,,,,,,,,,,,,
Bosnia and Herzegovina,BIH,EUR,8,2010,Surveillance,1,,A,47,1,,,,0,,,,,,,,,,,,,,,,,,,,,
Bosnia and Herzegovina,BIH,EUR,9,2009,Surveillance,1,,A,66,2,,,,0,,,,,,,,,,,,,,,,,,,,,
Bosnia and Herzegovina,BIH,EUR,10,2007,pre-2010 TME data collection,1,,A,156,3,,,,,,,,,,,,,,,,,,,,,,,,,
Bosnia and Herzegovina,BIH,EUR,11,2006,pre-2010 TME data collection,1,,A,93,4,,,,,,,,,,,,,,,,,,,,,,,,,
Bosnia and Herzegovina,BIH,EUR,12,2005,Surveillance,1,,A,106,7,,,,7,,,,,,,,,,,,,,,,,,,,,
Bosnia and Herzegovina,BIH,EUR,13,2004,Surveillance,1,,A,77,6,,,,0,,,,,,,,,,,,,,,,,,,,,
Bosnia and Herzegovina,BIH,EUR,14,2003,Surveillance,1,,A,91,1,,,,5,,,,,,,,,,,,,,,,,,,,,
Bosnia and Herzegovina,BIH,EUR,15,2002,Surveillance,1,,A,100,2,,,,0,,,,,,,,,,,,,,,,,,,,,
Bosnia and Herzegovina,BIH,EUR,16,2001,Surveillance,1,,A,154,2,,,,3,,,,,,,,,,,,,,,,,,,,,
Bosnia and Herzegovina,BIH,EUR,17,2000,Surveillance,1,,A,153,3,,,,6,,,,,,,,,,,,,,,,,,,,,
Bosnia and Herzegovina,BIH,EUR,18,1999,Surveillance,1,,A,121,3,,,,7,,,,,,,,,,,,,,,,,,,,,
Belarus,BLR,EUR,1,2020,Surveillance,1,,A,569,423,,,,,,,,,,,,,569,424,,,,442,,,,424,,,
Belarus,BLR,EUR,2,2019,Surveillance,1,,A,523,305,,,,,,,,,,,,,523,313,,,,305,,,,313,,,
Belarus,BLR,EUR,3,2018,Surveillance,1,,A,612,425,,,,,,,,,,,,,612,425,,,,,,,,425,,,
Belarus,BLR,EUR,4,2017,Surveillance,1,,A,700,459,,,,,,,,,,,,,700,468,,,,,,,,468,,,
Belarus,BLR,EUR,5,2016,Surveillance,1,,A,793,568,,,,0,,,,1,1,,,,,,,,,,,,,,,,
Belarus,BLR,EUR,6,2015,Surveillance,1,,A,873,597,,,,3,,,,14,14,,,,,,,,,,,,,,,,
Belarus,BLR,EUR,7,2014,Surveillance,1,,A,845,584,,,,4,,,,32,11,,,,,,,,,,,,,,,,
Belarus,BLR,EUR,8,2013,Surveillance,1,,A,1097,598,,,,8,,,,,,,,,,,,,,,,,,,,,
Belarus,BLR,EUR,9,2012,Surveillance,1,,A,1183,811,,,,,,,,,,,,,,,,,,,,,,,,,
Belarus,BLR,EUR,10,2011,Survey,1,,A,410,,75.6,72.1,78.8,,1.5,0.8,2.8,,,,,,,,,,,,,,,,,,
Belarus,BLR,EUR,1001,2010,Survey,0,Minsk city,A,68,,76.5,66.1,86.8,,1.5,0.3,7.8,,,,,,,,,,,,,,,,,,
Belize,BLZ,AMR,1,2020,Surveillance,1,,R,,,,,,,,,,,,,,,5,1,,,,,,,,,,,
Belize,BLZ,AMR,2,2019,Surveillance,1,,A,0,0,,,,,,,,,,,,,6,0,,,,0,,,,0,,,
Belize,BLZ,AMR,3,2013,Surveillance,1,,R,3,3,,,,0,,,,0,0,,,,,,,,,,,,,,,,
Bermuda,BMU,AMR,1,2017,Surveillance,1,,A,0,0,,,,,,,,,,,,,0,0,,,,0,,,,0,,,
Bermuda,BMU,AMR,2,2016,Surveillance,1,,A,0,0,,,,0,,,,0,0,,,,,,,,,,,,,,,,
Bermuda,BMU,AMR,3,2012,Surveillance,1,,A,0,0,,,,0,,,,0,0,,,,,,,,,,,,,,,,
Bermuda,BMU,AMR,4,2011,Surveillance,1,,A,0,0,,,,0,,,,0,0,,,,,,,,,,,,,,,,
Bermuda,BMU,AMR,5,2010,Surveillance,1,,A,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,
Bolivia (Plurinational State of),BOL,AMR,1,2020,Surveillance,1,,A,366,22,,,,,,,,,,,,,366,48,,,,48,,,,48,,,
Bolivia (Plurinational State of),BOL,AMR,2,2018,Surveillance,1,,R,257,19,,,,,,,,,,,,,319,45,,,,19,,,,19,,,
Bolivia (Plurinational State of),BOL,AMR,3,2016,Surveillance,1,,R,520,42,,,,8,,,,0,0,,,,,,,,,,,,,,,,
Bolivia (Plurinational State of),BOL,AMR,4,2015,Surveillance,1,,R,460,49,,,,8,,,,0,0,,,,,,,,,,,,,,,,
Bolivia (Plurinational State of),BOL,AMR,5,2014,Surveillance,1,,R,510,52,,,,28,,,,0,,,,,,,,,,,,,,,,,
Bolivia (Plurinational State of),BOL,AMR,6,2012,Surveillance,1,,R,634,71,,,,18,,,,0,0,,,,,,,,,,,,,,,,
Bolivia (Plurinational State of),BOL,AMR,7,2011,Surveillance,1,,R,597,83,,,,,,,,,,,,,,,,,,,,,,,,,
Bolivia (Plurinational State of),BOL,AMR,8,2010,Surveillance,1,,R,664,106,,,,4,,,,,,,,,,,,,,,,,,,,,
Bolivia (Plurinational State of),BOL,AMR,9,2009,Surveillance,1,,R,670,60,,,,11,,,,,,,,,,,,,,,,,,,,,
Bolivia (Plurinational State of),BOL,AMR,10,1996,Survey,1,,A,107,,4.67,1.53,10.57,,14.02,8.06,22.07,,,,,,,,,,,,,,,,,,
Brazil,BRA,AMR,1001,2008,Survey,0,"Rio de Janeiro, Rio Grande do Sul, Bahia, FD Brasilia, Santa Catarina, Minas Gerais, Sao Paolo",A,800,,7.5,5.7,9.9,,0.5,0.1,1.3,,,,,,,,,,,,,,,,,,
Brazil,BRA,AMR,1002,1996,Survey,0,Five States,A,793,,5.42,3.92,7.3,,0.63,0.2,1.47,,,,,,,,,,,,,,,,,,
Barbados,BRB,AMR,1,2020,Surveillance,1,,A,1,0,,,,,,,,,,,,,1,0,,,,0,,,,0,,,
Barbados,BRB,AMR,2,2014,Surveillance,1,,A,0,0,,,,0,,,,0,0,,,,,,,,,,,,,,,,
Brunei Darussalam,BRN,WPR,1,2020,Surveillance,1,,A,16,0,,,,,,,,,,,,,16,0,,,,0,,,,0,,,
Brunei Darussalam,BRN,WPR,2,2019,Surveillance,1,,A,14,0,,,,,,,,,,,,,14,0,,,,0,,,,0,,,
Brunei Darussalam,BRN,WPR,3,2018,Surveillance,1,,A,4,0,,,,,,,,,,,,,4,0,,,,0,,,,0,,,
Brunei Darussalam,BRN,WPR,4,2017,Surveillance,1,,A,9,0,,,,,,,,,,,,,9,0,,,,2,,,,0,,,
Brunei Darussalam,BRN,WPR,5,2016,Surveillance,1,,A,5,0,,,,0,,,,0,0,,,,,,,,,,,,,,,,
Brunei Darussalam,BRN,WPR,6,2015,Surveillance,1,,A,8,0,,,,0,,,,0,0,,,,,,,,,,,,,,,,
Brunei Darussalam,BRN,WPR,7,2014,Surveillance,1,,A,5,0,,,,0,,,,0,0,,,,,,,,,,,,,,,,
Brunei Darussalam,BRN,WPR,8,2013,Surveillance,1,,A,6,0,,,,0,,,,0,0,,,,,,,,,,,,,,,,
Brunei Darussalam,BRN,WPR,9,2012,Surveillance,1,,A,14,0,,,,0,,,,,,,,,,,,,,,,,,,,,
Brunei Darussalam,BRN,WPR,10,2011,Surveillance,1,,A,8,0,,,,0,,,,0,0,,,,,,,,,,,,,,,,
Brunei Darussalam,BRN,WPR,11,2010,Surveillance,1,,A,5,0,,,,0,,,,,,,,,,,,,,,,,,,,,
Brunei Darussalam,BRN,WPR,12,2009,Surveillance,1,,A,13,0,,,,0,,,,,,,,,,,,,,,,,,,,,
Bhutan,BTN,SEA,1,2020,Surveillance,1,,A,36,8,,,,,,,,,,,,,55,18,,,,9,,,,12,,,
Bhutan,BTN,SEA,2,2019,Surveillance,1,,A,40,5,,,,,,,,,,,,,52,5,,,,6,,,,5,,,
Bhutan,BTN,SEA,3,2017,Surveillance,1,,A,9,3,,,,,,,,,,,,,9,3,,,,4,,,,3,,,
Bhutan,BTN,SEA,4,2016,Surveillance,1,,A,33,4,,,,0,,,,5,3,,,,,,,,,,,,,,,,
Bhutan,BTN,SEA,5,2011,Survey,1,,R,40,,35,20.6,51.7,,2.5,0.1,13.2,,,,,,,,,,,,,,,,,,
Botswana,BWA,AFR,1,2008,Survey,1,,A,137,,6.6,2.4,10.7,,6.6,2.4,10.7,,,,,,,,,,,,,,,,,,
Botswana,BWA,AFR,2,2002,Survey,1,,A,106,,10.38,5.3,17.81,,1.89,0.23,6.65,,,,,,,,,,,,,,,,,,
Botswana,BWA,AFR,3,1999,Survey,1,,A,145,,8.97,4.86,14.84,,4.14,1.53,8.79,,,,,,,,,,,,,,,,,,
Botswana,BWA,AFR,4,1996,Survey,1,,A,114,,6.14,2.5,12.24,,1.75,0.21,6.19,,,,,,,,,,,,,,,,,,
Central African Republic,CAF,AFR,1001,1998,Survey,0,Bangui and Bimbo,A,33,,18.18,6.98,35.46,,3.03,0.08,15.76,,,,,,,,,,,,,,,,,,
Canada,CAN,AMR,1,2015,Surveillance,1,,A,64,4,,,,0,,,,,,,,,,,,,,,,,,,,,
Canada,CAN,AMR,2,2014,Surveillance,1,,A,56,1,,,,0,,,,0,0,,,,,,,,,,,,,,,,
Canada,CAN,AMR,3,2013,Surveillance,1,,A,65,3,,,,0,,,,0,0,,,,,,,,,,,,,,,,
Canada,CAN,AMR,4,2012,Surveillance,1,,A,63,1,,,,0,,,,0,0,,,,,,,,,,,,,,,,
Canada,CAN,AMR,5,2010,Surveillance,1,,A,51,0,,,,0,,,,,,,,,,,,,,,,,,,,,
Canada,CAN,AMR,6,2009,Surveillance,1,,A,70,2,,,,,,,,,,,,,,,,,,,,,,,,,
Canada,CAN,AMR,7,2008,Surveillance,1,,A,91,4,,,,,,,,,,,,,,,,,,,,,,,,,
Canada,CAN,AMR,8,2007,pre-2010 TME data collection,1,,A,84,3,,,,,,,,,,,,,,,,,,,,,,,,,
Canada,CAN,AMR,9,2006,Surveillance,1,,A,106,2,,,,0,,,,,,,,,,,,,,,,,,,,,
Switzerland,CHE,EUR,1,2015,Surveillance,1,,A,19,4,,,,1,,,,0,0,,,,,,,,,,,,,,,,
Switzerland,CHE,EUR,2,2014,Surveillance,1,,A,28,4,,,,2,,,,0,0,,,,,,,,,,,,,,,,
Switzerland,CHE,EUR,3,2013,Surveillance,1,,A,34,8,,,,2,,,,0,0,,,,,,,,,,,,,,,,
Switzerland,CHE,EUR,4,2012,Surveillance,1,,A,31,4,,,,0,,,,0,0,,,,,,,,,,,,,,,,
Switzerland,CHE,EUR,5,2011,Surveillance,1,,A,40,4,,,,0,,,,0,0,,,,,,,,,,,,,,,,
Switzerland,CHE,EUR,6,2010,Surveillance,1,,A,33,3,,,,1,,,,,,,,,,,,,,,,,,,,,
Switzerland,CHE,EUR,7,2009,Surveillance,1,,A,41,1,,,,,,,,,,,,,,,,,,,,,,,,,
